Title,Location,Price,Size,Listing_Type
126 m2 4 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 945588XX","28,000 OMR",126.0,for sale
110 m2 3 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 978599XX","36,000 OMR",110.0,for sale
Residential Land for Sale in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 929099XX","20,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Quriyat,", Quriyat, 981864XX","9,000 OMR",150.0,for sale
لعشاق الفرص الاستثمارية حصريااا محلات تجاريه في بوشر مقابل جامع محمد الامين بعائد مرتفع,", Al Khoud, 955999XX","24,000 OMR",40.0,for sale
Commercial Land for Sale in Muscat Al Maabilah,", Al Maabilah, 945588XX","110,000 OMR",150.0,for sale
Residential Land for Sale in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 929099XX","31,000 OMR",150.0,for sale
واخيرا صار فيك تتملك محلك التجاري في بوشر مقابل جامع محمد الامين وجه لوجه,", Azaiba, 955999XX","18,200 OMR",30.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 967947XX","12,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Seeb,", Seeb, 945588XX","37,000 OMR",150.0,for sale
102 m2 2 Bedrooms Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 978599XX","28,500 OMR",102.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 945588XX","23,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Rumais,", Al Rumais, 950463XX","26,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Rumais,", Al Rumais, 944111XX","14,900 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 920400XX","51,000 OMR",150.0,for sale
Carpentry Shop for sale,", Amerat, 983518XX","3,500 OMR",1.0,for sale
مساحات مكتبية للبيع  في غلا الاولي,", Ghala, 992144XX","48,000 OMR",74.0,for sale
200 m2 3 Bedrooms Villa for Sale in Dhofar Other,", Other, 954875XX","360,000 OMR",200.0,for sale
Commercial Land for Sale in Muscat Bosher,", Bosher, 954875XX","52,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 944111XX","30,500 OMR",150.0,for sale
300 m2 More than 6 bedrooms Townhouse for Sale in Al Batinah Al Khaboura,", Al Khaboura, 958069XX","48,000 OMR",300.0,for sale
Residential Land for Sale in Muscat Al-Hail,", Al-Hail, 944111XX","58,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 768899XX","30,500 OMR",150.0,for sale
Commercial Land for Sale in Al Batinah Barka,", Barka, 944111XX","83,000 OMR",150.0,for sale
للبيع: مصنع ماء ورد جاهز للعمل – المعبيلة الجنوبية، السيب,", Al Maabilah, 715908XX","7,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 799998XX","60,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Rumais,", Al Rumais, 799998XX","19,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 799998XX","20,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Seeb,", Seeb, 799998XX","54,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Rumais,", Al Rumais, 799998XX","17,000 OMR",150.0,for sale
Farm Land for Sale in Al Batinah Barka,", Barka, 799998XX","100,000 OMR",150.0,for sale
Farm Land for Sale in Muscat Al-Hail,", Al-Hail, 992622XX","650,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Saham,", Saham, 981373XX","30,000 OMR",150.0,for sale
Residential Land for Sale in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 921606XX","50,000 OMR",150.0,for sale
تملك محلك التجاري في أقوى سوق تجاري في ولاية بركاء على اول خط رئيسي من شارع السلطان قابوس,", Barka, 771110XX","17,316 OMR",38.0,for sale
Residential Land for Sale in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 921606XX","5,000 OMR",150.0,for sale
81 m2 1 Bedroom Apartments for Sale in Muscat Ansab,", Ansab, 771110XX","36,450 OMR",81.0,for sale
30 m2 1 Bedroom Apartments for Sale in Dhofar Other,", Other, 966480XX","13,333 OMR",30.0,for sale
60 m2 1 Bedroom Apartments for Sale in Muscat Al Khuwair,", Al Khuwair, 771110XX","27,500 OMR",60.0,for sale
81 m2 1 Bedroom Apartments for Sale in Muscat Ghubrah,", Ghubrah, 771110XX","36,450 OMR",81.0,for sale
60 m2 1 Bedroom Apartments for Sale in Muscat Bosher,", Bosher, 771110XX","27,500 OMR",60.0,for sale
مبنى تجاري سكني,", Wadi Al Ma'awal, 920546XX","60,000 OMR",380.0,for sale
115 m2 2 Bedrooms Townhouse for Sale in Muscat Amerat,", Amerat, 913822XX","35,000 OMR",115.0,for sale
Residential Land for Sale in Al Batinah Saham,", Saham, 992252XX","9,900 OMR",150.0,for sale
Residential Land for Sale in Muscat Bosher,", Bosher, 954424XX","170,000 OMR",150.0,for sale
Residential Land for Sale in Al Wustaa Mahut,", Mahut, 932573XX","3,000 OMR",150.0,for sale
Residential Land for Sale in Buraimi Al Buraimi,", Al Buraimi, 988351XX","7,000 OMR",150.0,for sale
356 m2 More than 6 bedrooms Villa for Sale in Muscat Al-Hail,", Al-Hail, 954424XX","550,000 OMR",356.0,for sale
Residential Land for Sale in Al Batinah Sohar,", Sohar, 995500XX","19,500 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 920400XX","45,000 OMR",150.0,for sale
محل ملابس رياضيه للبيع في الغبره الجنوبيه الموقع ممتاز,", Ghubrah, 958507XX","8,500 OMR",36.0,for sale
223 m2 3 Bedrooms Townhouse for Sale in Al Batinah Saham,", Saham, 712703XX","38,000 OMR",223.0,for sale
140 m2 2 Bedrooms Apartments for Sale in Muscat Seeb,", Seeb, 954424XX","100,000 OMR",140.0,for sale
560 m2 More than 6 bedrooms Townhouse for Sale in Muscat Seeb,", Seeb, 773915XX","150,000 OMR",560.0,for sale
500 m2 More than 6 bedrooms Townhouse for Sale in Muscat Al Khoud,", Al Khoud, 773915XX","115,000 OMR",500.0,for sale
68 m2 1 Bedroom Apartments for Sale in Muscat Bosher,", Bosher, 965855XX","32,000 OMR",68.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 955226XX","8,000 OMR",150.0,for sale
بقالة وبيع الخضروات والفواكة,", Ibri, 925932XX","5,000 OMR",30.0,for sale
503 m2 5 Bedrooms Townhouse for Sale in Muscat Al Khoud,", Al Khoud, 773915XX","130,000 OMR",503.0,for sale
290 m2 4 Bedrooms Townhouse for Sale in Muscat Amerat,", Amerat, 911961XX","37,000 OMR",290.0,for sale
Residential Land for Sale in Al Dakhiliya Manah,", Manah, 985884XX","5,800 OMR",150.0,for sale
345 m2 3 Bedrooms Townhouse for Sale in Dhofar Salala,", Salala, 919677XX","67,000 OMR",345.0,for sale
433 m2 5 Bedrooms Townhouse for Sale in Muscat Seeb,", Seeb, 993558XX","75,000 OMR",433.0,for sale
Shop decor and fitout for sale,", Seeb, 727232XX","1,000 OMR",100.0,for sale
Residential Land for Sale in Muscat Al Khoud,", Al Khoud, 982662XX","95,000 OMR",150.0,for sale
3 Bedrooms Farms for Sale in Al Sharqiya Al Mudaibi,", Al Mudaibi, 993473XX","59,000 OMR",1.0,for sale
محل بيع وشوي الأسماك محل شغال منذ خمس سنوات,", Sohar, 943633XX","6,000 OMR",200.0,for sale
Farm Land for Sale in Al Batinah Barka,", Barka, 982081XX","240,000 OMR",150.0,for sale
Coffee  shop for sale at Ruwi,", Ruwi, 982850XX","14,000 OMR",65.0,for sale
Building for Sale in Al Batinah Barka,", Barka, 969666XX","89,000 OMR",636.0,for sale
Commercial Land for Sale in Muscat Al-Hail,", Al-Hail, 958816XX","420,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Shinas,", Shinas, 926160XX","5,000 OMR",150.0,for sale
71 m2 2 Bedrooms Apartments for Sale in Muscat Al Khoud,", Al Khoud, 973225XX","35,000 OMR",71.0,for sale
كرفان للبيع,", Salala, 927778XX","2,300 OMR",6.0,for sale
للاستثمار أو للبيع لمحل تجاري كبير مكون من طابقين بكامل الادوات Supermarket for sell with equipments,", Ibri, 995098XX","49,000 OMR",500.0,for sale
Residential Land for Sale in Al Batinah Al Rumais,", Al Rumais, 952704XX","43,000 OMR",150.0,for sale
300 m2 5 Bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 954424XX","120,000 OMR",300.0,for sale
Residential Land for Sale in Dhofar Salala,", Salala, 954170XX","80,000 OMR",150.0,for sale
"jebel sifah solaris special offer  hand over 2027 payment 2030 from owner downpayment 29,439",", Al-Sifah, 919736XX","67,000 OMR",54.0,for sale
265 m2 4 Bedrooms Townhouse for Sale in Al Sharqiya Ibra,", Ibra, 988331XX","60,000 OMR",265.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 966633XX","5,300 OMR",150.0,for sale
Commercial Land for Sale in Al Batinah Sohar,", Sohar, 954424XX","212,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Quriyat,", Quriyat, 928671XX","6,400 OMR",150.0,for sale
673 m2 1 Bedroom Apartments for Sale in Muscat Ghala,", Ghala, 962620XX","27,500 OMR",673.0,for sale
Farm Land for Sale in Al Dakhiliya Izki,", Izki, 952212XX","65,000 OMR",150.0,for sale
101 m2 2 Bedrooms Apartments for Sale in Muscat Muscat Hills,", Muscat Hills, 723330XX","72,000 OMR",101.0,for sale
Building for Sale in Muscat Al Maabilah,", Al Maabilah, 934861XX","275,000 OMR",800.0,for sale
Residential Land for Sale in Al Wustaa Mahut,", Mahut, 966556XX","5,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 989430XX","36,000 OMR",150.0,for sale
4 Bedrooms Farms for Sale in Al Sharqiya Dima and Al Taaiyin,", Dima and Al Taaiyin, 986312XX","59,000 OMR",200.0,for sale
Residential Land for Sale in Al Batinah Sohar,", Sohar, 951551XX","2,550 OMR",150.0,for sale
مغسلة سيارات للبيع جاهزة للعمل  car wash for sale,", Al Maabilah, 922211XX","5,200 OMR",28.0,for sale
2 Bedrooms Farms for Sale in Al Batinah Al Masnaah,", Al Masnaah, 961961XX","24,000 OMR",70.0,for sale
Commercial Land for Sale in Muscat Other,", Other, 982662XX","100,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 989252XX","16,000 OMR",150.0,for sale
Residential Land for Sale in Dhofar Taqah,", Taqah, 928865XX","12,300 OMR",150.0,for sale
فرصة للاستثمار محل تجاري رقم 19 في مشروع بهجة بوليفارد,", Azaiba, 998149XX","20,000 OMR",32.0,for sale
435 m2 5 Bedrooms Villa for Sale in Dhofar Salala,", Salala, 954170XX","79,000 OMR",435.0,for sale
كوافير للتصفيف الشعر والتجميل والرعايه بالنساء مجهز بالكامل,", Al Khuwair, 792944XX","5,000 OMR",120.0,for sale
320 m2 5 Bedrooms Villa for Sale in Muscat Seeb,", Seeb, 985308XX","81,000 OMR",320.0,for sale
Residential Land for Sale in Al Batinah Rustaq,", Rustaq, 977760XX","14,000 OMR",150.0,for sale
Commercial Land for Sale in Muscat Al Maabilah,", Al Maabilah, 982662XX","93,000 OMR",150.0,for sale
Residential Land for Sale in Muscat Other,", Other, 982662XX","51,500 OMR",150.0,for sale
Building for Sale in Muscat Bosher,", Bosher, 990031XX","2,900,000 OMR",6500.0,for sale
Commercial Land for Sale in Al Sharqiya Al Mudaibi,", Al Mudaibi, 954584XX","35,000 OMR",150.0,for sale
240 m2 4 Bedrooms Townhouse for Sale in Al Dakhiliya Nizwa,", Nizwa, 997080XX","53,500 OMR",240.0,for sale
Residential Land for Sale in Muscat Al Maabilah,", Al Maabilah, 925810XX","50,000 OMR",150.0,for sale
Building for Sale in Muscat Al Maabilah,", Al Maabilah, 990031XX","520,000 OMR",2000.0,for sale
Residential Land for Sale in Muscat Qurm,", Qurm, 977788XX","400,000 OMR",150.0,for sale
Commercial Land for Sale in Muscat Rusail,", Rusail, 973704XX","130,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 966633XX","23,000 OMR",150.0,for sale
Industrial Land for Sale in Al Batinah Barka,", Barka, 966633XX","75,000 OMR",150.0,for sale
210 m2 1 Bedroom Villa for Sale in Dhofar Salala,", Salala, 978680XX","55,000 OMR",210.0,for sale
Residential Land for Sale in Dhofar Salala,", Salala, 928865XX","35,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 949301XX","20,900 OMR",150.0,for sale
395 m2 4 Bedrooms Townhouse for Sale in Al Dakhiliya Nizwa,", Nizwa, 967173XX","53,500 OMR",395.0,for sale
Residential Land for Sale in Al Batinah Suwaiq,", Suwaiq, 799115XX","20,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Suwaiq,", Suwaiq, 967173XX","2,900 OMR",150.0,for sale
بناية في قلب صلالة للبيع,", Salala, 773892XX","155,000 OMR",335.0,for sale
Residential Land for Sale in Al Dakhiliya Nizwa,", Nizwa, 967173XX","7,900 OMR",150.0,for sale
327 m2 More than 6 bedrooms Villa for Sale in Muscat Al Maabilah,", Al Maabilah, 990020XX","68,500 OMR",327.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 967173XX","3,650 OMR",150.0,for sale
Residential Land for Sale in Muscat Al Khoud,", Al Khoud, 933733XX","115,000 OMR",150.0,for sale
Farm Land for Sale in Al Batinah Barka,", Barka, 957770XX","659,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Sohar,", Sohar, 951551XX","19,500 OMR",150.0,for sale
210 m2 3 Bedrooms Townhouse for Sale in Al Batinah Sohar,", Sohar, 952804XX","44,000 OMR",210.0,for sale
مطعم الزلفي,", Al Maabilah, 774306XX","20,000 OMR",11.0,for sale
61 m2 1 Bedroom Apartments for Sale in Muscat Al Maabilah,", Al Maabilah, 969317XX","18,000 OMR",61.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 988779XX","17,500 OMR",150.0,for sale
للبيع محل زينه سيارات,", Al Maabilah, 930319XX","15,000 OMR",200.0,for sale
Building for Sale in Buraimi Al Buraimi,", Al Buraimi, 992222XX","135,000 OMR",1.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 922700XX","15,000 OMR",150.0,for sale
Residential Land for Sale in Al Dakhiliya Manah,", Manah, 970300XX","110,000 OMR",150.0,for sale
Mixed Use Land for Sale in Muscat Al Khoud,", Al Khoud, 977788XX","225,000 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Sohar,", Sohar, 951551XX","2,780 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 971979XX","58,000 OMR",150.0,for sale
330 m2 More than 6 bedrooms Townhouse for Sale in Muscat Al Maabilah,", Al Maabilah, 989411XX","84,000 OMR",330.0,for sale
213 m2 3 Bedrooms Townhouse for Sale in Al Dhahirah Ibri,", Ibri, 922905XX","12,000 OMR",213.0,for sale
Farm Land for Sale in Al Batinah Saham,", Saham, 912199XX","33,000 OMR",150.0,for sale
300 m2 5 Bedrooms Villa for Sale in Muscat Amerat,", Amerat, 993339XX","58,000 OMR",300.0,for sale
Residential Land for Sale in Al Batinah Liwa,", Liwa, 922600XX","15,000 OMR",150.0,for sale
380 m2 More than 6 bedrooms Townhouse for Sale in Buraimi Al Buraimi,", Al Buraimi, 991600XX","30,000 OMR",380.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 969666XX",505 OMR,150.0,for sale
700 m2 More than 6 bedrooms Villa for Sale in Muscat Bosher,", Bosher, 969339XX","258,000 OMR",700.0,for sale
61 m2 1 Bedroom Apartments for Sale in Muscat Bosher,", Bosher, 948889XX","26,000 OMR",61.0,for sale
84 m2 2 Bedrooms Apartments for Sale in Muscat Al Khoud,", Al Khoud, 790463XX","9,500 OMR",84.0,for sale
فرصه ذهبيه لمن لديه الرغبه في تملك محل تجاري في موقع ذهبي ومتميزلا يتكرر لا تفوت الفرصه لتملك محل,", Seeb, 978778XX","18,000 OMR",52.0,for sale
Highly demanded Corner office in Muscat pavilion (muscat hills) with a great view!,", Muscat Hills, 917803XX","85,000 OMR",85.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 799919XX","14,900 OMR",150.0,for sale
"Spacious & luxurious Office in ""the office B"" al Ghubrah For Sale!",", Ghubrah, 917803XX","115,000 OMR",122.0,for sale
For Sale – Fully Equipped Yard in Ghala Industrial Area,", Ghala, 715231XX","4,800 OMR",1500.0,for sale
AL MOUJ FREEHOLD LUXURIOUS VILLA ON SALE - READY TO OCCUPY IN 3 MONTHS,", Al Mouj, 955980XX","3,200,000 OMR",1096.0,for sale
190 m2 More than 6 bedrooms Townhouse for Sale in Al Batinah Saham,", Saham, 991697XX","44,000 OMR",190.0,for sale
Residential Land for Sale in Dhofar Taqah,", Taqah, 929248XX","12,500 OMR",150.0,for sale
Building Material Shop For Sale,", Sur, 921972XX","5,000 OMR",120.0,for sale
Residential Land for Sale in Buraimi Al Buraimi,", Al Buraimi, 945113XX","6,000 OMR",150.0,for sale
108 m2 2 Bedrooms Apartments for Sale in Muscat Muscat Hills,", Muscat Hills, 799919XX","72,000 OMR",108.0,for sale
Residential Land for Sale in Al Sharqiya Ja'alan Bani Bu Ali,", Ja'alan Bani Bu Ali, 929099XX","7,400 OMR",150.0,for sale
350 m2 4 Bedrooms Townhouse for Sale in Al Batinah Barka,", Barka, 996600XX","90,000 OMR",350.0,for sale
Residential Land for Sale in Al Batinah Barka,", Barka, 799998XX","19,000 OMR",150.0,for sale
411 m2 More than 6 bedrooms Villa for Sale in Muscat Al Khoud,", Al Khoud, 969339XX","126,000 OMR",411.0,for sale
350 m2 4 Bedrooms Townhouse for Sale in Al Batinah Barka,", Barka, 996600XX","90,000 OMR",350.0,for sale
260 m2 4 Bedrooms Villa for Sale in Al Batinah Al Rumais,", Al Rumais, 942552XX","63,000 OMR",260.0,for sale
للبيع محل حلاقة   Barber shop for sale,", Ruwi, 953808XX","1,300 OMR",30.0,for sale
Residential Land for Sale in Muscat Bosher,", Bosher, 965855XX","78,500 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 993603XX","2,800 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 993603XX","5,900 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 993603XX","2,700 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 993603XX","6,900 OMR",150.0,for sale
Residential Land for Sale in Al Sharqiya Al Mudaibi,", Al Mudaibi, 993603XX","2,800 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 993603XX","3,250 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 993603XX","4,200 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 993603XX","2,750 OMR",150.0,for sale
Residential Land for Sale in Al Sharqiya Al Mudaibi,", Al Mudaibi, 993603XX","2,400 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 993603XX","4,300 OMR",150.0,for sale
Residential Land for Sale in Muscat Amerat,", Amerat, 993603XX","4,200 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 993603XX","2,750 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 993603XX","6,800 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Al Masnaah,", Al Masnaah, 993603XX","6,800 OMR",150.0,for sale
Residential Land for Sale in Al Batinah Saham,", Saham, 974044XX","5,700 OMR",150.0,for sale
